MESA;DEPARTAMENTO;MUNICIPIO;PADRÓN;COMUNIDAD;NOMBRE DEL ESTABLECIMIENTO;UBICACIÓN/DIRECCIÓN
177;Distrito Central;Guatemala;314;CABECERA MUNICIPAL;INSTITUTO PARA VARONES ADRIÁN ZAPATA;12 AVENIDA B 8-03
178;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;COLEGIO LA PATRIA;7 AVENIDA 7-38
179;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;COLEGIO LA PATRIA;7 AVENIDA 7-38
180;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;COLEGIO LA PATRIA;7 AVENIDA 7-38
181;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;COLEGIO LA PATRIA;7 AVENIDA 7-38
182;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;COLEGIO LA PATRIA;7 AVENIDA 7-38
183;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;COLEGIO LA PATRIA;7 AVENIDA 7-38
184;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;COLEGIO LA PATRIA;7 AVENIDA 7-38
185;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;COLEGIO LA PATRIA;7 AVENIDA 7-38
186;Distrito Central;Guatemala;326;CABECERA MUNICIPAL;COLEGIO LA PATRIA;7 AVENIDA 7-38
187;Distrito Central;Guatemala;326;CABECERA MUNICIPAL;COLEGIO LA PATRIA;7 AVENIDA 7-38
188;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;COLEGIO SAN LUCAS;13 CALLE 2-08
189;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;COLEGIO SAN LUCAS;13 CALLE 2-08
190;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;COLEGIO SAN LUCAS;13 CALLE 2-08
191;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;COLEGIO SAN LUCAS;13 CALLE 2-08
192;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;COLEGIO SAN LUCAS;13 CALLE 2-08
193;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;COLEGIO SAN LUCAS;13 CALLE 2-08
194;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;COLEGIO SAN LUCAS;13 CALLE 2-08
195;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;CENTRO DE ATENCION INTEGRAL;14 CALLE 0-28
196;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;CENTRO DE ATENCION INTEGRAL;14 CALLE 0-28
197;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;CENTRO DE ATENCION INTEGRAL;14 CALLE 0-28
198;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;CENTRO DE ATENCION INTEGRAL;14 CALLE 0-28
199;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;CENTRO DE ATENCION INTEGRAL;14 CALLE 0-28
200;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;COLEGIO SAN PABLO;2 AVENIDA 13-29
201;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;COLEGIO SAN PABLO;2 AVENIDA 13-29
202;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;COLEGIO SAN PABLO;2 AVENIDA 13-29
203;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;COLEGIO SAN PABLO;2 AVENIDA 13-29
204;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL DE NIÑAS NÚMERO 17 RAFAELA DEL ÁGUILA;8 AVENIDA 37-85
205;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL DE NIÑAS NÚMERO 17 RAFAELA DEL ÁGUILA;8 AVENIDA 37-85
206;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL DE NIÑAS NÚMERO 17 RAFAELA DEL ÁGUILA;8 AVENIDA 37-85
207;Distrito Central;Guatemala;293;CABECERA MUNICIPAL;ESCUELA OFICIAL DE NIÑAS NÚMERO 17 RAFAELA DEL ÁGUILA;8 AVENIDA 37-85
208;Distrito Central;Guatemala;293;CABECERA MUNICIPAL;ESCUELA OFICIAL DE NIÑAS NÚMERO 17 RAFAELA DEL ÁGUILA;8 AVENIDA 37-85
209;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA DE FORMACIÓN SECRETARIAL;12 AVENIDA 9-29
210;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA DE FORMACIÓN SECRETARIAL;12 AVENIDA 9-29
211;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA DE FORMACIÓN SECRETARIAL;12 AVENIDA 9-29
212;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA DE FORMACIÓN SECRETARIAL;12 AVENIDA 9-29
213;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA DE FORMACIÓN SECRETARIAL;12 AVENIDA 9-29
214;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA DE FORMACIÓN SECRETARIAL;12 AVENIDA 9-29
215;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA DE FORMACIÓN SECRETARIAL;12 AVENIDA 9-29
216;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA DE FORMACIÓN SECRETARIAL;12 AVENIDA 9-29
217;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA DE FORMACIÓN SECRETARIAL;12 AVENIDA 9-29
218;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA DE FORMACIÓN SECRETARIAL;12 AVENIDA 9-29
219;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA DE FORMACIÓN SECRETARIAL;12 AVENIDA 9-29
220;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA DE FORMACIÓN SECRETARIAL;12 AVENIDA 9-29
221;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA DE FORMACIÓN SECRETARIAL;12 AVENIDA 9-29
222;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA DE FORMACIÓN SECRETARIAL;12 AVENIDA 9-29
223;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA DE FORMACIÓN SECRETARIAL;12 AVENIDA 9-29
224;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA DE FORMACIÓN SECRETARIAL;12 AVENIDA 9-29
225;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA NACIONAL CENTRAL DE CIENCIAS COMERCIALES;10 AVENIDA 9-42
226;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA NACIONAL CENTRAL DE CIENCIAS COMERCIALES;10 AVENIDA 9-42
227;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA NACIONAL CENTRAL DE CIENCIAS COMERCIALES;10 AVENIDA 9-42
228;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA NACIONAL CENTRAL DE CIENCIAS COMERCIALES;10 AVENIDA 9-42
229;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA NACIONAL CENTRAL DE CIENCIAS COMERCIALES;10 AVENIDA 9-42
230;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA NACIONAL CENTRAL DE CIENCIAS COMERCIALES;10 AVENIDA 9-42
231;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA NACIONAL CENTRAL DE CIENCIAS COMERCIALES;10 AVENIDA 9-42
232;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA NACIONAL CENTRAL DE CIENCIAS COMERCIALES;10 AVENIDA 9-42
233;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA NACIONAL CENTRAL DE CIENCIAS COMERCIALES;10 AVENIDA 9-42
234;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA NACIONAL CENTRAL DE CIENCIAS COMERCIALES;10 AVENIDA 9-42
235;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA NACIONAL CENTRAL DE CIENCIAS COMERCIALES;10 AVENIDA 9-42
236;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA NACIONAL CENTRAL DE CIENCIAS COMERCIALES;10 AVENIDA 9-42
237;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA NACIONAL CENTRAL DE CIENCIAS COMERCIALES;10 AVENIDA 9-42
238;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA NACIONAL CENTRAL DE CIENCIAS COMERCIALES;10 AVENIDA 9-42
239;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA NACIONAL CENTRAL DE CIENCIAS COMERCIALES;10 AVENIDA 9-42
240;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA NACIONAL CENTRAL DE CIENCIAS COMERCIALES;10 AVENIDA 9-42
241;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA NACIONAL CENTRAL DE CIENCIAS COMERCIALES;10 AVENIDA 9-42
242;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA NACIONAL CENTRAL DE CIENCIAS COMERCIALES;10 AVENIDA 9-42
243;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL PARA VARONES NÚMERO 2 REPÚBLICA DE;14 CALLE 14-70 COSTA RICA
244;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL PARA VARONES NÚMERO 2 REPÚBLICA DE;14 CALLE 14-70 COSTA RICA
245;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL PARA VARONES NÚMERO 2 REPÚBLICA DE;14 CALLE 14-70 COSTA RICA
246;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL PARA VARONES NÚMERO 2 REPÚBLICA DE;14 CALLE 14-70 COSTA RICA
247;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL PARA VARONES NÚMERO 2 REPÚBLICA DE;14 CALLE 14-70 COSTA RICA
248;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL PARA VARONES NÚMERO 2 REPÚBLICA DE;14 CALLE 14-70 COSTA RICA
249;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL PARA VARONES NÚMERO 2 REPÚBLICA DE;14 CALLE 14-70 COSTA RICA
250;Distrito Central;Guatemala;236;CABECERA MUNICIPAL;ESCUELA OFICIAL PARA VARONES NÚMERO 2 REPÚBLICA DE;14 CALLE 14-70 COSTA RICA
251;Distrito Central;Guatemala;236;CABECERA MUNICIPAL;ESCUELA OFICIAL PARA VARONES NÚMERO 2 REPÚBLICA DE;14 CALLE 14-70 COSTA RICA
252;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;INSTITUTO RAFAEL AQUECHE;9 CALLE 2-36
253;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;INSTITUTO RAFAEL AQUECHE;9 CALLE 2-36
254;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;INSTITUTO RAFAEL AQUECHE;9 CALLE 2-36
255;Distrito Central;Guatemala;330;CABECERA MUNICIPAL;INSTITUTO RAFAEL AQUECHE;9 CALLE 2-36
256;Distrito Central;Guatemala;329;CABECERA MUNICIPAL;INSTITUTO RAFAEL AQUECHE;9 CALLE 2-36
257;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;10 INTECAP TICS PARQUEO;CALLE DEL ESTADIO DOROTEO GUAMUCH FLORES 8-79
258;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;10 INTECAP TICS PARQUEO;CALLE DEL ESTADIO DOROTEO GUAMUCH FLORES 8-79
259;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;10 INTECAP TICS PARQUEO;CALLE DEL ESTADIO DOROTEO GUAMUCH FLORES 8-79
260;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;10 INTECAP TICS PARQUEO;CALLE DEL ESTADIO DOROTEO GUAMUCH FLORES 8-79
261;Distrito Central;Guatemala;356;CABECERA MUNICIPAL;10 INTECAP TICS PARQUEO;CALLE DEL ESTADIO DOROTEO GUAMUCH FLORES 8-79
262;Distrito Central;Guatemala;355;CABECERA MUNICIPAL;10 INTECAP TICS PARQUEO;CALLE DEL ESTADIO DOROTEO GUAMUCH FLORES 8-79
263;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;INSTITUTO EXPERIMENTAL DOCTOR JOSÉ MATOS PACHECO;42 AVENIDA 21-00
264;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;INSTITUTO EXPERIMENTAL DOCTOR JOSÉ MATOS PACHECO;42 AVENIDA 21-00
265;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;INSTITUTO EXPERIMENTAL DOCTOR JOSÉ MATOS PACHECO;42 AVENIDA 21-00
266;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;INSTITUTO EXPERIMENTAL DOCTOR JOSÉ MATOS PACHECO;42 AVENIDA 21-00
267;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;INSTITUTO EXPERIMENTAL DOCTOR JOSÉ MATOS PACHECO;42 AVENIDA 21-00
268;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;INSTITUTO EXPERIMENTAL DOCTOR JOSÉ MATOS PACHECO;42 AVENIDA 21-00
269;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;INSTITUTO EXPERIMENTAL DOCTOR JOSÉ MATOS PACHECO;42 AVENIDA 21-00
270;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;INSTITUTO EXPERIMENTAL DOCTOR JOSÉ MATOS PACHECO;42 AVENIDA 21-00
271;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;INSTITUTO EXPERIMENTAL DOCTOR JOSÉ MATOS PACHECO;42 AVENIDA 21-00
272;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;INSTITUTO EXPERIMENTAL DOCTOR JOSÉ MATOS PACHECO;42 AVENIDA 21-00
273;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;INSTITUTO EXPERIMENTAL DOCTOR JOSÉ MATOS PACHECO;42 AVENIDA 21-00
274;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;INSTITUTO EXPERIMENTAL DOCTOR JOSÉ MATOS PACHECO;42 AVENIDA 21-00
275;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;INSTITUTO EXPERIMENTAL DOCTOR JOSÉ MATOS PACHECO;42 AVENIDA 21-00
276;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;INSTITUTO EXPERIMENTAL DOCTOR JOSÉ MATOS PACHECO;42 AVENIDA 21-00
277;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;INSTITUTO EXPERIMENTAL DOCTOR JOSÉ MATOS PACHECO;42 AVENIDA 21-00
278;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;INSTITUTO EXPERIMENTAL DOCTOR JOSÉ MATOS PACHECO;42 AVENIDA 21-00
279;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;INSTITUTO EXPERIMENTAL DOCTOR JOSÉ MATOS PACHECO;42 AVENIDA 21-00
280;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;INSTITUTO EXPERIMENTAL DOCTOR JOSÉ MATOS PACHECO;42 AVENIDA 21-00
281;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;INSTITUTO EXPERIMENTAL DOCTOR JOSÉ MATOS PACHECO;42 AVENIDA 21-00
282;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;INSTITUTO EXPERIMENTAL DOCTOR JOSÉ MATOS PACHECO;42 AVENIDA 21-00
283;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;INSTITUTO EXPERIMENTAL DOCTOR JOSÉ MATOS PACHECO;42 AVENIDA 21-00
284;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;INSTITUTO EXPERIMENTAL DOCTOR JOSÉ MATOS PACHECO;42 AVENIDA 21-00
285;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;INSTITUTO EXPERIMENTAL DOCTOR JOSÉ MATOS PACHECO;42 AVENIDA 21-00
286;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;INSTITUTO EXPERIMENTAL DOCTOR JOSÉ MATOS PACHECO;42 AVENIDA 21-00
287;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;INSTITUTO EXPERIMENTAL DOCTOR JOSÉ MATOS PACHECO;42 AVENIDA 21-00
288;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;INSTITUTO EXPERIMENTAL DOCTOR JOSÉ MATOS PACHECO;42 AVENIDA 21-00
289;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;INSTITUTO EXPERIMENTAL DOCTOR JOSÉ MATOS PACHECO;42 AVENIDA 21-00
290;Distrito Central;Guatemala;220;CABECERA MUNICIPAL;INSTITUTO EXPERIMENTAL DOCTOR JOSÉ MATOS PACHECO;42 AVENIDA 21-00
291;Distrito Central;Guatemala;220;CABECERA MUNICIPAL;INSTITUTO EXPERIMENTAL DOCTOR JOSÉ MATOS PACHECO;42 AVENIDA 21-00
292;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;CENTRO DE USOS MÚLTIPLES, CARLOS ORELLANA;28 AVENIDA A 33-50
293;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;CENTRO DE USOS MÚLTIPLES, CARLOS ORELLANA;28 AVENIDA A 33-50
294;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;CENTRO DE USOS MÚLTIPLES, CARLOS ORELLANA;28 AVENIDA A 33-50
295;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;CENTRO DE USOS MÚLTIPLES, CARLOS ORELLANA;28 AVENIDA A 33-50
296;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;CENTRO DE USOS MÚLTIPLES, CARLOS ORELLANA;28 AVENIDA A 33-50
297;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;CENTRO DE USOS MÚLTIPLES, CARLOS ORELLANA;28 AVENIDA A 33-50
298;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;CENTRO DE USOS MÚLTIPLES, CARLOS ORELLANA;28 AVENIDA A 33-50
299;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;CENTRO DE USOS MÚLTIPLES, CARLOS ORELLANA;28 AVENIDA A 33-50
300;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;CENTRO DE USOS MÚLTIPLES, CARLOS ORELLANA;28 AVENIDA A 33-50
301;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;CENTRO DE USOS MÚLTIPLES, CARLOS ORELLANA;28 AVENIDA A 33-50
302;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;CENTRO DE USOS MÚLTIPLES, CARLOS ORELLANA;28 AVENIDA A 33-50
303;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;CENTRO DE USOS MÚLTIPLES, CARLOS ORELLANA;28 AVENIDA A 33-50
304;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;CENTRO DE USOS MÚLTIPLES, CARLOS ORELLANA;28 AVENIDA A 33-50
305;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;CENTRO DE USOS MÚLTIPLES, CARLOS ORELLANA;28 AVENIDA A 33-50
306;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;CENTRO DE USOS MÚLTIPLES, CARLOS ORELLANA;28 AVENIDA A 33-50
307;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;CENTRO DE USOS MÚLTIPLES, CARLOS ORELLANA;28 AVENIDA A 33-50
308;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;CENTRO DE USOS MÚLTIPLES, CARLOS ORELLANA;28 AVENIDA A 33-50
309;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;CENTRO DE USOS MÚLTIPLES, CARLOS ORELLANA;28 AVENIDA A 33-50
310;Distrito Central;Guatemala;348;CABECERA MUNICIPAL;CENTRO DE USOS MÚLTIPLES, CARLOS ORELLANA;28 AVENIDA A 33-50
311;Distrito Central;Guatemala;347;CABECERA MUNICIPAL;CENTRO DE USOS MÚLTIPLES, CARLOS ORELLANA;28 AVENIDA A 33-50
312;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL PARA NIÑAS NÚMERO 49 JESÚS CASTRO;27 AVENIDA A 24-27 COLONIA LA GÓMEZ LABOR
313;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL PARA NIÑAS NÚMERO 49 JESÚS CASTRO;27 AVENIDA A 24-27 COLONIA LA GÓMEZ LABOR
314;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL PARA NIÑAS NÚMERO 49 JESÚS CASTRO;27 AVENIDA A 24-27 COLONIA LA GÓMEZ LABOR
315;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL PARA NIÑAS NÚMERO 49 JESÚS CASTRO;27 AVENIDA A 24-27 COLONIA LA GÓMEZ LABOR
316;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL PARA NIÑAS NÚMERO 49 JESÚS CASTRO;27 AVENIDA A 24-27 COLONIA LA GÓMEZ LABOR
317;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL PARA NIÑAS NÚMERO 49 JESÚS CASTRO;27 AVENIDA A 24-27 COLONIA LA GÓMEZ LABOR
318;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL PARA NIÑAS NÚMERO 49 JESÚS CASTRO;27 AVENIDA A 24-27 COLONIA LA GÓMEZ LABOR
319;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL PARA NIÑAS NÚMERO 49 JESÚS CASTRO;27 AVENIDA A 24-27 COLONIA LA GÓMEZ LABOR
320;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL PARA NIÑAS NÚMERO 49 JESÚS CASTRO;27 AVENIDA A 24-27 COLONIA LA GÓMEZ LABOR
321;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL PARA NIÑAS NÚMERO 49 JESÚS CASTRO;27 AVENIDA A 24-27 COLONIA LA GÓMEZ LABOR
322;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL PARA NIÑAS NÚMERO 49 JESÚS CASTRO;27 AVENIDA A 24-27 COLONIA LA GÓMEZ LABOR
323;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL PARA NIÑAS NÚMERO 49 JESÚS CASTRO;27 AVENIDA A 24-27 COLONIA LA GÓMEZ LABOR
324;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA DE NIÑAS NÚMERO 76 REPÚBLICA DE;23 CALLE 32-40 LIBANO
325;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA DE NIÑAS NÚMERO 76 REPÚBLICA DE;23 CALLE 32-40 LIBANO
326;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA DE NIÑAS NÚMERO 76 REPÚBLICA DE;23 CALLE 32-40 LIBANO
327;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA DE NIÑAS NÚMERO 76 REPÚBLICA DE;23 CALLE 32-40 LIBANO
328;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA DE NIÑAS NÚMERO 76 REPÚBLICA DE;23 CALLE 32-40 LIBANO
329;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA DE NIÑAS NÚMERO 76 REPÚBLICA DE;23 CALLE 32-40 LIBANO
330;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA DE NIÑAS NÚMERO 76 REPÚBLICA DE;23 CALLE 32-40 LIBANO
331;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA DE NIÑAS NÚMERO 76 REPÚBLICA DE;23 CALLE 32-40 LIBANO
332;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA DE NIÑAS NÚMERO 76 REPÚBLICA DE;23 CALLE 32-40 LIBANO
333;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA DE NIÑAS NÚMERO 76 REPÚBLICA DE;23 CALLE 32-40 LIBANO
334;Distrito Central;Guatemala;251;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA DE NIÑAS NÚMERO 76 REPÚBLICA DE;23 CALLE 32-40 LIBANO
335;Distrito Central;Guatemala;251;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA DE NIÑAS NÚMERO 76 REPÚBLICA DE;23 CALLE 32-40 LIBANO
336;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL DE PÁRVULOS NÚMERO 9 NATALIA GORRIZ DE;23 CALLE 28-24 COLONIA LA LABOR MORALES
337;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL DE PÁRVULOS NÚMERO 9 NATALIA GORRIZ DE;23 CALLE 28-24 COLONIA LA LABOR MORALES
338;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL DE PÁRVULOS NÚMERO 9 NATALIA GORRIZ DE;23 CALLE 28-24 COLONIA LA LABOR MORALES
339;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL DE PÁRVULOS NÚMERO 9 NATALIA GORRIZ DE;23 CALLE 28-24 COLONIA LA LABOR MORALES
340;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL DE PÁRVULOS NÚMERO 9 NATALIA GORRIZ DE;23 CALLE 28-24 COLONIA LA LABOR MORALES
341;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL DE PÁRVULOS NÚMERO 9 NATALIA GORRIZ DE;23 CALLE 28-24 COLONIA LA LABOR MORALES
342;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL DE PÁRVULOS NÚMERO 9 NATALIA GORRIZ DE;23 CALLE 28-24 COLONIA LA LABOR MORALES
343;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL DE PÁRVULOS NÚMERO 9 NATALIA GORRIZ DE;23 CALLE 28-24 COLONIA LA LABOR MORALES
344;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL DE PÁRVULOS NÚMERO 9 NATALIA GORRIZ DE;23 CALLE 28-24 COLONIA LA LABOR MORALES
345;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL DE PÁRVULOS NÚMERO 9 NATALIA GORRIZ DE;23 CALLE 28-24 COLONIA LA LABOR MORALES
346;Distrito Central;Guatemala;400;CABECERA MUNICIPAL;ESCUELA OFICIAL DE PÁRVULOS NÚMERO 9 NATALIA GORRIZ DE;23 CALLE 28-24 COLONIA LA LABOR MORALES
347;Distrito Central;Guatemala;324;CABECERA MUNICIPAL;ESCUELA OFICIAL DE PÁRVULOS NÚMERO 9 NATALIA GORRIZ DE;23 CALLE 28-24 COLONIA LA LABOR MORALES
348;Distrito Central;Guatemala;324;CABECERA MUNICIPAL;ESCUELA OFICIAL DE PÁRVULOS NÚMERO 9 NATALIA GORRIZ DE;23 CALLE 28-24 COLONIA LA LABOR MORALES
