TIPO_DE_ELECCIÓN:,DIPUTADOS DISTRITALES
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
538,495,92.0074,495,92.0074,0,188002,115439,61.4030

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,CABAL,AZUL,PIN,VALOR,MLP,UNE,VICTORIA,ELEFANTE,WINAQ,VAMOS,U R N G - MAIZ,PPN,TODOS,CREO,BIEN,CAMBIO,PHG,PODEMOS,FCN-NACION,VIVA,PR,MI FAMILIA,UR,SEMILLA,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
13059,"Retalhuleu",11,"Nuevo San Carlos",8,1781,380,19,3,0,21,3,16,0,2,0,64,2,0,0,2,10,0,0,0,0,6,0,0,1,3,152,30,14,196,0,196,--,380,184,152,196,196,Algún campo sin dato,1,d53cddd6d04c4d243adf0c3698ac18547b94e0dab17712f59e5c4b9e0bbe41f4,25/06/2023 21:58:06,ESCANER
13060,"Retalhuleu",11,"Nuevo San Carlos",8,1781,380,17,2,0,23,0,14,1,1,0,52,3,0,0,0,7,0,0,0,0,8,0,0,0,6,134,13,19,166,0,166,--,380,214,134,166,166,Algún campo sin dato,1,21c0bdfbba5b8e621faf63e07a6dba9d7b3b885ecf7a8104c4288d0c4dfbcdd3,25/06/2023 22:39:12,ESCANER
13061,"Retalhuleu",11,"Nuevo San Carlos",8,1781,329,18,0,0,29,3,16,2,0,0,50,2,1,2,0,3,0,0,0,0,8,0,0,1,4,139,17,7,163,0,163,0,329,166,139,163,163,,1,f19fc5ec6de1cfda46aaa9295d52c0f12506449f28dbd8bd51e2296b22533d62,25/06/2023 21:58:09,ESCANER
13062,"Retalhuleu",11,"Nuevo San Carlos",8,1781,328,18,1,0,24,0,10,0,0,0,73,0,1,1,0,4,1,0,0,1,12,1,0,1,1,149,10,10,169,0,169,--,328,159,149,169,169,Algún campo sin dato,1,308f9f13ced57e09e08578ce71a38489caf55a53ccb9c4b399d88898cfdc2c52,25/06/2023 22:21:53,ESCANER
13063,"Retalhuleu",11,"Nuevo San Carlos",8,1782,380,11,0,0,24,2,16,1,0,4,84,4,0,3,0,22,0,1,2,0,3,1,0,1,7,186,35,30,251,0,251,--,380,129,186,251,251,Algún campo sin dato,1,ac1e21e875dc9ccbd980ffc377613a517ae2cbb0fe08d71487cc6bb4624c4543,25/06/2023 22:45:07,ESCANER
13064,"Retalhuleu",11,"Nuevo San Carlos",8,1782,380,6,1,--,34,1,19,--,1,--,91,5,5,2,2,32,--,--,2,--,7,3,--,--,3,214,24,41,279,--,279,--,380,101,214,279,279,Algún campo sin dato,1,524ac2acfe7307542fcb47561be63f31ce35ab51ecf8860b850261a1b0afb0ab,26/06/2023 00:29:53,ESCANER
13065,"Retalhuleu",11,"Nuevo San Carlos",8,1782,380,6,1,2,26,3,16,2,2,0,96,6,2,1,1,24,0,0,2,0,4,1,0,1,1,197,32,23,252,0,252,--,380,128,197,252,252,Algún campo sin dato,1,9f38c2b1f5129cad01580449190ab419fae4ac2a2adcad9d2c1994173a2ecf2b,26/06/2023 00:20:56,ESCANER
13066,"Retalhuleu",11,"Nuevo San Carlos",8,1782,342,3,1,0,34,6,7,1,2,0,58,9,1,1,1,8,0,0,2,0,6,0,1,0,3,144,22,26,192,0,192,--,342,150,144,192,192,Algún campo sin dato,1,00531049bf0994e10ee68f69068f9aa19d560e24e3ed5d7a05d0351059ed65ab,25/06/2023 22:04:46,ESCANER
13067,"Retalhuleu",11,"Nuevo San Carlos",8,1782,342,6,0,0,18,2,6,2,0,0,69,3,0,1,0,15,0,0,2,1,4,2,0,1,2,134,17,10,161,0,161,--,342,181,134,161,161,Algún campo sin dato,1,199f625622ab361bf564864c130d72370f474c214d169f7e8ce4e8a8d3ba5bf5,25/06/2023 22:00:33,ESCANER
13068,"Retalhuleu",11,"Nuevo San Carlos",8,1783,543,15,1,0,13,2,6,0,0,0,18,1,2,1,1,3,0,1,1,0,5,0,1,2,3,76,12,10,98,--,98,--,543,445,76,98,98,Algún campo sin dato,1,8580a1c2aa39ad34b4866e2077a3e337166c4c4b3f086b259377bdf37be138c7,25/06/2023 21:30:45,ESCANER
13069,"Retalhuleu",11,"Nuevo San Carlos",8,1783,542,5,0,0,8,0,4,1,0,1,20,0,0,0,1,3,0,0,0,0,3,1,0,0,3,50,9,8,67,0,67,--,542,475,50,67,67,Algún campo sin dato,1,c71d9144bc1415dedcea0e1380ccef4b595cfdb5946d06596a5ace286f560df6,25/06/2023 20:37:39,ESCANER
13070,"Retalhuleu",11,"El Asintal",9,1784,400,17,4,0,38,9,54,1,0,1,50,4,1,2,0,16,0,0,0,0,16,4,1,2,2,222,30,20,272,0,272,--,397,125,222,272,272,Algún campo sin dato,1,43fa52853c019dd52135790cc964551bd78a97cf95017e83c090f8447c37f7e5,26/06/2023 05:49:08,ESCANER
13071,"Retalhuleu",11,"El Asintal",9,1784,400,16,2,0,35,13,48,2,1,0,37,7,1,0,2,19,0,0,8,0,13,1,5,2,3,215,33,29,277,0,277,1,400,123,215,277,277,,1,7c6e1c811f357bd19fa2d5afb792b50fe59b650813ea649c28695f7052446889,26/06/2023 00:33:48,ESCANER
13072,"Retalhuleu",11,"El Asintal",9,1784,400,28,1,0,33,17,48,0,1,1,49,0,2,2,1,22,0,1,0,1,19,2,2,0,2,232,32,27,291,0,291,--,400,109,232,291,291,Algún campo sin dato,1,011a48241e58f4198c710594c3445a85681591de655e0dcafba33ad8bf9fe215,26/06/2023 02:05:31,ESCANER
13073,"Retalhuleu",11,"El Asintal",9,1784,400,13,2,1,32,19,52,0,1,1,34,1,1,0,0,15,0,0,0,0,16,1,1,1,2,193,36,37,266,0,266,--,400,134,193,266,266,Algún campo sin dato,1,f787229ed38fd8f24d1f77af5491aeba506966bcd20418805a809424f4c28e69,26/06/2023 04:10:42,ESCANER
13074,"Retalhuleu",11,"El Asintal",9,1784,400,17,2,0,33,20,44,0,0,0,48,1,1,1,0,15,0,0,1,1,18,1,1,5,2,211,32,33,276,0,276,--,404,128,211,276,276,Algún campo sin dato,1,1630373072a95072c61524c96e6a8a6fba21846d12fda5d5225136a1fae97b2f,26/06/2023 04:04:28,ESCANER
13075,"Retalhuleu",11,"El Asintal",9,1784,400,24,1,2,29,15,69,0,2,1,33,1,2,3,1,11,0,0,3,0,13,0,0,0,4,214,24,25,263,0,263,--,399,136,214,263,263,Algún campo sin dato,1,bbaa938520ee0d28f23bec0142443c23a3968b9f6a1e1eb3a9232f37e9c7a4ba,26/06/2023 01:57:27,ESCANER
13076,"Retalhuleu",11,"El Asintal",9,1784,400,12,0,1,30,22,55,1,2,2,46,2,3,2,0,26,0,0,4,0,16,1,0,1,8,234,40,25,299,0,299,--,400,101,234,299,299,Algún campo sin dato,1,89b356b3d7f17922d61c3334ae02f94314b7618d1bcf6aaec7ce4e116bf44eb9,26/06/2023 03:30:09,ESCANER
13077,"Retalhuleu",11,"El Asintal",9,1784,400,21,3,0,37,19,56,1,1,1,38,4,2,4,1,23,1,2,2,0,17,3,0,0,9,245,23,19,287,0,287,--,400,113,245,287,287,Algún campo sin dato,1,68a7947fbba098e65fc81e8b3a2c437fe312dc7a8019f72632d47f24594bd164,26/06/2023 01:15:28,ESCANER
13078,"Retalhuleu",11,"El Asintal",9,1784,400,18,1,0,39,14,47,4,0,1,38,4,0,1,0,20,0,1,2,0,15,3,0,3,9,220,38,19,277,0,277,--,400,123,220,277,277,Algún campo sin dato,1,7c9946d15f4cd2c53e4cfbea759a81748c3dfac87d602633fbdef018fac4247d,26/06/2023 02:09:13,ESCANER
13079,"Retalhuleu",11,"El Asintal",9,1784,400,11,1,1,28,17,39,0,1,1,43,3,0,2,1,27,0,1,1,1,12,1,1,2,3,197,27,8,232,0,232,--,400,168,197,232,232,Algún campo sin dato,1,f36c39d86c0d1d112528fc7c5db0ee4cd45812aa601143a9707b26d7f465e42c,26/06/2023 02:02:25,ESCANER
13080,"Retalhuleu",11,"El Asintal",9,1784,400,23,2,0,31,16,34,0,2,1,28,3,0,1,1,21,0,0,3,0,12,3,1,2,7,191,10,25,226,0,226,--,400,174,191,226,226,Algún campo sin dato,1,32f6a061643f37a7472aa4e87e90200723507f066a5da63c50d721334cf05575,25/06/2023 23:17:05,ESCANER
13081,"Retalhuleu",11,"El Asintal",9,1784,400,17,1,0,26,18,34,1,0,0,36,2,1,1,1,21,0,1,2,1,20,1,2,2,1,189,33,20,242,0,242,--,399,157,189,242,242,Algún campo sin dato,1,80ae936dce8f296e94b2a4ea3418be828e36c1869b28947aadc5197295003598,26/06/2023 01:05:28,ESCANER
13082,"Retalhuleu",11,"El Asintal",9,1784,400,16,4,1,26,10,38,0,0,1,55,3,2,1,1,10,0,0,3,3,10,0,1,1,8,194,35,12,241,0,241,--,400,159,194,241,241,Algún campo sin dato,1,4ed15acef21d859227ce13846dcb9b0aa20f5bdf208eab7dd1599605daf42037,26/06/2023 03:00:44,ESCANER
13083,"Retalhuleu",11,"El Asintal",9,1784,400,20,3,0,27,13,46,2,0,1,34,4,1,4,0,12,1,0,5,2,14,3,1,3,2,198,19,17,234,0,234,--,400,166,198,234,234,Algún campo sin dato,1,55ab5071626689ee9e3e2e7e4b9c4f2d17e37a8cef19b54ea54320f1a2268b3d,26/06/2023 02:19:18,ESCANER
13084,"Retalhuleu",11,"El Asintal",9,1784,400,21,2,0,39,12,25,0,0,3,40,1,0,3,0,14,1,1,1,1,14,7,4,4,3,196,29,21,246,0,246,--,400,154,196,246,246,Algún campo sin dato,1,73bc1d386d56905d7c1dff9c3bb23c7b70c06b0dcf89600109a87a7b3f83e955,26/06/2023 00:15:50,ESCANER
13085,"Retalhuleu",11,"El Asintal",9,1785,400,12,2,1,32,15,47,0,0,2,37,3,4,3,1,15,0,0,2,0,11,2,3,3,9,204,27,32,263,0,263,--,400,137,204,263,263,Algún campo sin dato,1,e81a30db4bfc108dcfa65e3dfd82a430c5c441717f35692ba7f70c8d02cf0085,26/06/2023 02:03:00,ESCANER
13086,"Retalhuleu",11,"El Asintal",9,1785,400,12,2,0,29,20,44,2,0,0,52,2,4,2,0,12,0,0,3,0,18,2,2,2,4,212,14,16,242,0,242,--,400,158,212,242,242,Algún campo sin dato,1,4bc09f7b7c881b1cc2007e2ee02518bd8d2d01907661f07c91149f2eac762ce3,26/06/2023 01:17:29,ESCANER
13087,"Retalhuleu",11,"El Asintal",9,1785,400,14,2,0,34,12,49,0,2,0,47,3,0,1,1,23,0,0,3,0,9,0,2,1,2,205,13,19,237,0,237,--,400,163,205,237,237,Algún campo sin dato,1,c1886a317603b04149dd32f29f3e58d4499cb18b781a5d45e8eecce4dc28a790,26/06/2023 01:14:56,ESCANER
13088,"Retalhuleu",11,"El Asintal",9,1785,400,20,0,1,36,15,37,1,0,0,36,2,0,2,0,17,0,0,2,1,17,0,1,2,5,195,23,17,235,0,235,--,400,165,195,235,235,Algún campo sin dato,1,bc5c9f888cd1fd84eccc6707d70ef65f0a451e7c1cf050f11bfcf52b2ad1fd59,26/06/2023 01:55:02,ESCANER
13089,"Retalhuleu",11,"El Asintal",9,1785,400,20,4,0,33,16,27,2,0,0,53,0,1,0,0,21,0,0,4,0,7,2,0,5,11,206,14,16,236,2,238,2,400,162,206,236,238,,1,308561be78435f8566e5bc6f39a0854850e6270b4cfda656c53fa142103d0736,26/06/2023 01:07:03,ESCANER
13090,"Retalhuleu",11,"El Asintal",9,1785,400,17,0,0,34,14,37,0,1,1,33,2,4,2,1,16,1,0,4,0,17,3,0,6,11,204,22,8,234,0,234,--,400,166,204,234,234,Algún campo sin dato,1,eb71427b3a75c5cfcd61b844b9942365a59ba969c262010e145c7aab42fae799,26/06/2023 00:17:23,ESCANER
13091,"Retalhuleu",11,"El Asintal",9,1785,400,17,0,0,33,15,35,2,0,0,41,3,4,3,0,14,1,0,1,0,17,2,0,4,10,202,18,9,229,0,229,--,400,171,202,229,229,Algún campo sin dato,1,b8c6ddd57844d50a96705cf6f233bee86fe8577c9151e093f6fe6c9f2d9c4f2e,25/06/2023 23:18:44,ESCANER
13092,"Retalhuleu",11,"El Asintal",9,1785,400,23,0,0,42,13,45,0,1,0,31,0,3,2,1,20,0,0,1,0,10,2,3,4,8,209,15,12,236,0,236,--,400,164,209,236,236,Algún campo sin dato,1,8910de17bd51e27891bdfe568a443be4d8bb05548403c9c00c04d6ba4ad8b2cf,25/06/2023 22:29:03,ESCANER
13093,"Retalhuleu",11,"El Asintal",9,1785,400,17,0,0,48,13,42,0,0,0,31,0,1,2,0,9,0,0,0,0,20,3,1,2,10,199,19,11,229,0,229,--,400,171,199,229,229,Algún campo sin dato,1,46e39f209247bb0e26a9bca3eb85dfdedcab41de09aef431627866393ecf8213,26/06/2023 01:37:18,ESCANER
13094,"Retalhuleu",11,"El Asintal",9,1785,392,17,1,0,33,15,41,2,0,0,46,1,0,1,1,10,0,0,2,0,13,0,1,1,4,189,17,15,221,0,221,--,392,171,189,221,221,Algún campo sin dato,1,8124a30adc72515323d23c0baea6477fa8a3bbc9c54c0d34590cc4d9898646a4,26/06/2023 01:59:04,ESCANER
13095,"Retalhuleu",11,"El Asintal",9,1785,391,14,1,0,21,13,36,0,0,0,34,4,0,1,2,18,0,0,5,1,9,4,1,1,5,170,13,14,197,0,197,--,391,194,170,197,197,Algún campo sin dato,1,ae7119bb9bbe04445168ec762e84fcb99fb7e04477b28c395b3e85617329ca12,26/06/2023 00:44:19,ESCANER
13096,"Retalhuleu",11,"El Asintal",9,1786,380,16,0,0,12,29,34,3,2,4,24,1,2,1,1,39,0,1,4,1,9,0,0,1,12,196,33,35,264,0,264,--,380,116,196,264,264,Algún campo sin dato,1,3b169e1295ef825cc921222bb44a0beb983c507a90791e1c092a487a9945b990,26/06/2023 02:12:03,ESCANER
13097,"Retalhuleu",11,"El Asintal",9,1786,380,23,3,0,5,45,46,2,0,1,12,2,2,3,3,53,0,0,8,0,10,0,3,0,3,224,24,32,280,1,281,--,380,99,224,280,281,Algún campo sin dato,1,1f48f83d5f159e6b9dc475f427e606be5ddd4385b328c41a05518fe886aa59a0,26/06/2023 01:28:04,ESCANER
13098,"Retalhuleu",11,"El Asintal",9,1786,380,19,2,0,8,50,40,0,0,1,26,9,3,0,0,44,1,0,5,1,8,0,2,2,5,226,24,37,287,0,287,--,380,93,226,287,287,Algún campo sin dato,1,c9db24dfcb55757ff41df2ba4f40e7b71d9a233daf4472495ef6cb2ae28d54c7,26/06/2023 02:50:48,ESCANER
13099,"Retalhuleu",11,"El Asintal",9,1786,380,20,1,0,13,45,27,3,2,2,23,5,1,1,1,49,0,0,3,0,12,0,0,1,8,217,38,44,299,0,299,--,381,82,217,299,299,Algún campo sin dato,1,020be8473924b4c800620ebd8b159497a0f387888209f6fafeb964bbcfe2ad01,25/06/2023 23:30:43,ESCANER
13100,"Retalhuleu",11,"El Asintal",9,1786,380,24,1,1,8,44,39,3,1,1,34,4,0,1,3,32,0,0,7,0,10,0,1,1,9,224,18,48,290,0,290,--,380,90,224,290,290,Algún campo sin dato,1,d8dd516421b8c21b45ac56b0b6c692e49da778e4ae5a3089ffa19638480d5159,26/06/2023 01:50:00,ESCANER
13101,"Retalhuleu",11,"El Asintal",9,1786,380,17,1,0,10,34,26,0,1,1,16,3,1,0,0,25,0,0,5,0,5,0,1,2,12,160,18,18,196,0,196,--,380,184,160,196,196,Algún campo sin dato,1,4438e00f0c99774370a3d63fe0a072963baf9c9725f056d31d7e9ee3973ecd27,25/06/2023 23:47:43,ESCANER
13102,"Retalhuleu",11,"El Asintal",9,1786,380,22,2,0,10,32,31,2,0,2,21,3,1,0,1,35,1,1,7,1,10,1,0,0,6,189,18,31,238,0,238,--,379,141,189,238,238,Algún campo sin dato,1,8c8eba409587c89df041106b85eb74593771d8560658ae43185afa53c29cce19,26/06/2023 01:07:37,ESCANER
13103,"Retalhuleu",11,"El Asintal",9,1786,380,17,1,0,16,31,33,1,2,2,18,2,3,0,0,44,1,1,5,0,13,0,0,1,6,197,20,45,262,0,262,--,380,118,197,262,262,Algún campo sin dato,1,cce9daea94ec8bfffc6d87efad15d0e05542a01f05f67d73e671c4c236be486b,26/06/2023 01:11:16,ESCANER
13104,"Retalhuleu",11,"El Asintal",9,1786,380,17,2,0,14,35,20,1,0,0,27,2,2,1,0,35,0,0,6,1,14,0,0,0,11,188,22,36,246,0,246,--,380,134,188,246,246,Algún campo sin dato,1,769429c6c7362cb4cb6054aff3097971d1136c507a621ee936da322cc54ba671,26/06/2023 01:25:03,ESCANER
13105,"Retalhuleu",11,"El Asintal",9,1786,380,18,1,0,6,29,28,2,0,0,14,5,2,0,0,40,1,0,2,0,16,0,2,2,8,176,21,16,213,0,213,--,380,167,176,213,213,Algún campo sin dato,1,54dfa892e477585d4936780f79860158fcd8aa911cf3d94a6f90bf30a717e6d8,26/06/2023 00:27:33,ESCANER
13106,"Retalhuleu",11,"El Asintal",9,1786,380,16,0,0,11,38,23,1,2,1,11,2,1,0,0,28,1,0,8,0,7,1,2,3,14,170,14,14,198,0,198,--,377,179,170,198,198,Algún campo sin dato,1,18361fa38fdfbd1ebaa1e108bb287993f85bf6cc7ec2ab96e80555a7057e42ef,25/06/2023 23:08:15,ESCANER
13107,"Retalhuleu",11,"El Asintal",9,1786,321,14,1,0,10,26,25,0,0,0,24,2,3,1,0,26,0,0,1,0,3,0,0,2,14,152,8,14,174,0,174,--,318,144,152,174,174,Algún campo sin dato,1,9e59486648377a62f9a19bcc30fc1c5d6f4c5756b6955b4f0add1c45b5b85437,25/06/2023 23:19:43,ESCANER
13108,"Retalhuleu",11,"El Asintal",9,1786,321,18,1,0,14,22,20,0,0,2,16,0,1,0,2,23,0,0,3,0,7,0,0,0,6,135,17,15,167,1,168,1,321,153,135,167,168,,1,91b2aa187a83c0389090d12c4c94a43811faf131bd78d95f28178fe6791d3a66,26/06/2023 00:55:47,ESCANER
13109,"Retalhuleu",11,"El Asintal",9,1787,380,26,6,1,12,22,47,0,0,0,28,3,1,2,0,24,1,1,14,2,10,2,1,3,6,212,23,41,276,0,276,--,380,104,212,276,276,Algún campo sin dato,1,c47aab10d610baccddea052fe23d76565b2c18645ebea79adaa25971feb75859,25/06/2023 23:50:21,ESCANER
13110,"Retalhuleu",11,"El Asintal",9,1787,380,13,5,0,10,23,46,2,0,2,14,6,2,0,0,38,0,0,6,2,7,2,0,4,7,189,27,41,257,0,257,--,380,123,189,257,257,Algún campo sin dato,1,f10a6d5339f771aa3130a66f159d73d0622a5aebe31fe96eac42dde61018ee0d,26/06/2023 00:03:06,ESCANER
13111,"Retalhuleu",11,"El Asintal",9,1787,380,12,6,0,13,19,51,0,0,1,22,5,0,1,1,30,2,0,12,0,13,1,1,3,7,200,42,41,283,0,283,--,380,97,200,283,283,Algún campo sin dato,1,7194f8708073de345d2b1bb716c9b60d17e2a0ad3985fea75b4cd4a40edc70a0,26/06/2023 00:47:35,ESCANER
13112,"Retalhuleu",11,"El Asintal",9,1787,380,19,10,0,8,19,50,2,1,0,24,1,2,1,2,34,1,0,16,0,8,1,0,1,5,205,36,59,300,0,300,--,380,80,205,300,300,Algún campo sin dato,1,c954470406404fff20a406a14222bf4c432db74e8f6cbbd98ed1692e2cbe233c,26/06/2023 01:39:41,ESCANER
13113,"Retalhuleu",11,"El Asintal",9,1787,380,16,6,0,11,22,35,2,1,2,14,3,2,2,1,27,1,1,11,0,3,1,1,3,3,168,22,16,206,0,206,--,380,174,168,206,206,Algún campo sin dato,1,8ed1bf1791dc1713bb07c18babef6e848fe5bdaa6a6a978aa0999169ad05f034,26/06/2023 01:19:20,ESCANER
13114,"Retalhuleu",11,"El Asintal",9,1787,380,17,6,0,8,21,39,1,0,1,15,4,0,3,0,20,1,1,8,0,8,0,3,3,9,168,31,28,227,1,228,1,380,152,168,227,228,,1,168e5928cec3ac43ab54de094b9ce40d19fcd570389d7a0602b5228302fbebd1,26/06/2023 02:14:59,ESCANER
13115,"Retalhuleu",11,"El Asintal",9,1787,380,9,9,0,9,20,32,1,1,1,21,3,0,1,0,24,3,0,14,0,8,0,0,10,6,172,30,41,243,0,243,--,380,137,172,243,243,Algún campo sin dato,1,87b16a5d6365b5c5a5adffea6814e5db5efb4ee84727202b92a2ab511fdcf34c,26/06/2023 01:55:35,ESCANER
13116,"Retalhuleu",11,"El Asintal",9,1787,380,15,3,0,15,20,42,1,0,1,14,0,1,2,1,18,0,0,12,0,7,0,1,0,5,158,14,52,224,0,224,--,380,156,158,224,224,Algún campo sin dato,1,322b6d1219950499681ab15be90d32c6cbaad59b05b88bcf784d0fc79933eca0,26/06/2023 01:12:00,ESCANER
13117,"Retalhuleu",11,"El Asintal",9,1787,380,17,7,0,8,14,35,1,0,1,14,2,1,0,1,26,2,0,13,0,9,2,1,4,9,167,23,9,199,0,199,--,390,191,167,199,199,Algún campo sin dato,1,c6c4df5cb6a1f7ea5b7a5701615f6313bec3a384a696dad670a2ccd83be5120f,26/06/2023 00:29:27,ESCANER
13118,"Retalhuleu",11,"El Asintal",9,1787,380,19,6,4,14,23,27,1,1,2,18,3,2,1,0,18,1,1,9,0,8,0,4,6,12,180,18,7,205,0,205,--,380,175,180,205,205,Algún campo sin dato,1,747eb8b87256aac4231814250598aef6236aaea1a452bd1a2fabe977c5771b23,26/06/2023 01:01:23,ESCANER
13119,"Retalhuleu",11,"El Asintal",9,1787,207,9,2,0,4,4,20,0,0,0,10,1,1,0,0,14,0,0,10,0,3,1,0,4,4,87,13,4,104,0,104,--,207,103,87,104,104,Algún campo sin dato,1,84f50e447bf4361bbb30fadcc0b63050b231248f4c0f1bc97a9fc60a515c5cbe,25/06/2023 23:28:20,ESCANER
13120,"Retalhuleu",11,"El Asintal",9,1787,207,6,3,0,3,8,23,1,0,0,14,1,0,1,0,7,0,0,3,0,4,3,0,0,3,80,12,9,101,0,101,--,207,106,80,101,101,Algún campo sin dato,1,dc05145c182348da0c362375b4d7ca6c34dbedd141d042f7ab40ed558a64a0da,26/06/2023 01:30:44,ESCANER
13121,"Retalhuleu",11,"El Asintal",9,1788,380,3,2,3,14,43,48,1,0,3,14,3,2,0,1,4,0,0,12,0,5,0,1,2,7,168,34,60,262,0,262,--,377,115,168,262,262,Algún campo sin dato,1,aa93747814d8632abb270b46d41ca5ddb7e675dfe537b51c5103613a2ee11cb2,26/06/2023 02:34:23,ESCANER
13122,"Retalhuleu",11,"El Asintal",9,1788,380,4,1,1,5,59,48,2,0,1,12,4,3,1,3,2,0,0,13,1,5,2,0,1,9,177,29,74,280,0,280,--,377,97,177,280,280,Algún campo sin dato,1,1e87ca51c4daddedfa0761da9a23e92575400e774acebda33c629826bc6c7ab2,26/06/2023 00:39:51,ESCANER
13123,"Retalhuleu",11,"El Asintal",9,1788,380,12,3,0,14,46,33,0,0,1,20,8,2,1,4,6,0,0,17,0,5,0,1,1,7,181,24,57,262,0,262,--,380,118,181,262,262,Algún campo sin dato,1,aa02c0d38e60c7d8332a55010972ed6d313f84cc860ce7149a59c07b2d6953f7,26/06/2023 01:33:43,ESCANER
13124,"Retalhuleu",11,"El Asintal",9,1788,380,5,4,1,9,33,35,1,0,0,18,6,2,1,0,11,0,0,7,1,5,1,1,1,6,148,29,33,210,0,210,--,380,170,148,210,210,Algún campo sin dato,1,fe48b7cc16cd376ef7372c1c29db3701fc77198790ee6d382800fb1ce3e84381,26/06/2023 00:41:54,ESCANER
13125,"Retalhuleu",11,"El Asintal",9,1788,380,9,0,3,12,37,39,2,0,2,12,3,2,1,0,9,0,0,16,0,6,2,1,2,5,163,25,49,237,0,237,--,380,143,163,237,237,Algún campo sin dato,1,e33a735aadde577763f385d78eada28cbfddf525d73fc63fa16d9df086b2dcf7,26/06/2023 01:19:11,ESCANER
13126,"Retalhuleu",11,"El Asintal",9,1788,380,7,0,5,14,24,36,1,0,1,22,4,4,1,0,5,1,0,15,0,6,1,0,0,8,155,28,33,216,0,216,--,380,164,155,216,216,Algún campo sin dato,1,6bea6a6766cb03561660c8021eb144376e0908b147059abff30056615f58be38,26/06/2023 01:51:25,ESCANER
13127,"Retalhuleu",11,"El Asintal",9,1788,297,3,3,1,9,33,34,0,0,1,11,5,3,1,1,4,0,0,11,0,1,1,0,0,11,133,11,10,154,2,156,--,297,141,133,154,156,Algún campo sin dato,1,aa968b95a32b5ccfa200c2606cef5e81c2448c2eaecd3f258dd9beb40554b9ea,26/06/2023 00:44:37,ESCANER
13128,"Retalhuleu",11,"El Asintal",9,1788,296,4,0,3,7,17,23,0,0,0,13,1,0,2,1,2,0,0,6,0,6,2,0,0,7,94,8,17,119,0,119,--,296,177,94,119,119,Algún campo sin dato,1,befc46961b4634a62b55514cee25bc382cc553814f91558fea482b5ad220c2e8,26/06/2023 00:25:05,ESCANER
13129,"Retalhuleu",11,"El Asintal",9,1789,459,13,0,0,7,5,14,0,0,1,14,4,0,2,1,12,0,0,1,0,6,1,0,2,2,85,18,19,122,0,122,--,459,337,85,122,122,Algún campo sin dato,1,b6bb957ae4c4e816e724c6fb14899afd882023ffb438fcba279a4de291c22ede,26/06/2023 01:01:53,ESCANER
13130,"Retalhuleu",11,"El Asintal",9,1789,459,3,2,0,5,3,13,1,0,0,4,1,0,0,1,5,0,0,0,0,3,1,0,1,0,43,5,6,54,0,54,--,459,405,43,54,54,Algún campo sin dato,1,ade22308c7735d7b1823ce962efe597208f7f8faf131aeeefab5a64ecc944c87,26/06/2023 00:28:17,ESCANER
